,id,title,release_date,overview,popularity,vote_average,vote_count,poster_path,original_language,adult
2354,844,2046,2004-10-29,Women enter and exit a science fiction author's life over the course of a few years after the author loses the woman he considers his one true love.,26.859,7.2,860,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,zh,False
2355,623,A Fish Called Wanda,1988-07-15,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",33.493,7.208,2091,/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,en,False
2356,329819,Standing Tall,2015-05-13,The film tells the story of Malony and his education as he grows from a six-year-old into an 18-year-old. A minors’ judge and a caseworker work tirelessly to try to save the young offender.,9.373,7.207,459,/4L5KtKzbNYLSGaSXvzqTWRniLxb.jpg,fr,False
2357,70160,The Hunger Games,2012-03-12,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",63.79,7.207,21528,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,en,False
2358,56825,Compagni di scuola,1988-12-21,"A group of former high school classmates meets for a reunion 15 years after graduation, only to discover that any innocence or friendship is long lost.",8.567,7.207,357,/yi8QUpo6U3nmYn6fStNG2nvANEL.jpg,it,False
2359,10403,The Player,1992-04-03,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,45.875,7.2,770,/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg,en,False
2360,348657,Woman at War,2018-05-22,Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves… Until an orphan unexpectedly enters her life.,10.761,7.206,388,/9IwRoLxbYF1Vu1KxHt0aLbyeS5u.jpg,is,False
2361,6479,I Am Legend,2007-12-12,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",102.07,7.206,15352,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,en,False
2362,859,Dangerous Liaisons,1988-12-21,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",34.149,7.206,1123,/5MEl1xrbM93zjpFgS3sHJ2SlIFm.jpg,en,False
2363,664300,Shiva Baby,2021-03-26,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",22.205,7.2,572,/4sdqVsT6SHqtbCYZS7bhVoEftlL.jpg,en,False
2364,336845,Cleveland Abduction,2015-05-02,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.",21.572,7.205,346,/j2iCc5fjyJvKRQAW7d6XWwDFzmr.jpg,en,False
2365,79707,Children Who Chase Lost Voices,2011-05-07,"The film centers on Asuna, a young girl who spends her solitary days listening to the mysterious music emanating from the crystal radio she received from her late father as a memento. One day while walking home she is attacked by a fearsome monster and saved mysterious boy named Shun. However, Shun disappears and Asuna embarks on a journey of adventure to the land of Agartha with her teacher Mr. Morisaki to meet a Shun again. Through her journey she comes to know the cruelty and beauty of the world, as well as loss.",35.648,7.205,674,/hWyBwsjMgtuZL2i1QBWQY0OCh0M.jpg,ja,False
2366,11177,Mask,1985-03-08,A boy with a massive facial skull deformity and his biker gang mother attempt to live as normal a life as possible under the circumstances.,35.874,7.205,426,/dBYzEETDHNyt12VCD5owVW6bpEC.jpg,en,False
2367,10886,The Unknown Woman,2006-10-09,"Irena, a Ukrainian woman, comes to Italy looking for a job as a maid. She does everything she can to become a beloved nanny for an adorable little girl, Thea. However, that is just the very beginning of her unknown journey.",14.991,7.205,337,/piBn5ydvdfCHSfys6N1A7LNwQft.jpg,it,False
2368,10198,The Princess and the Frog,2009-12-08,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",143.006,7.205,5383,/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,en,False
2369,467909,In the Heights,2021-06-10,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",17.688,7.204,670,/RO4KoJyoQMQzh9z76d4v4FJMmJ.jpg,en,False
2370,454983,The Kissing Booth,2018-05-11,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",72.465,7.204,7097,/7Dktk2ST6aL8h9Oe5rpk903VLhx.jpg,en,False
2371,12159,What Dreams May Come,1998-10-02,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",26.471,7.204,2234,/2gUfJKfJ6LwdqQebiAWuNzIWyp9.jpg,en,False
2372,407655,A Cinderella Story: If the Shoe Fits,2016-08-02,A contemporary musical version of the classic Cinderella story in which the servant step daughter hope to compete in a musical competition for a famous pop star.,35.367,7.203,819,/qtxOA6Sb8lK1PfRiwduxYVuzaEv.jpg,en,False
2373,370964,I Am Dragon,2015-12-03,"In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family, friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.",42.945,7.2,358,/9R9mwkXs0W78WMzh4M1yFP7v7RP.jpg,ru,False
2374,50348,The Lincoln Lawyer,2011-03-17,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,34.079,7.203,3130,/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg,en,False
2375,11850,Invasion of the Body Snatchers,1978-12-20,"The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",40.695,7.2,1038,/fBxvhc18MAvsw73o5mMjq8AqvaK.jpg,en,False
2376,985939,Fall,2022-08-11,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",106.621,7.202,3650,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,en,False
2377,14306,Marley & Me,2008-12-25,"A newly married couple, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",36.441,7.202,4485,/pnB6hjTKylb0Ve2nUWt16gzkErr.jpg,en,False
2378,2654,In the Mouth of Madness,1995-02-03,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,22.085,7.2,1584,/5fmxO0ouglNw5z14ybRWzQmqmxP.jpg,en,False
2379,2355,Reign Over Me,2007-03-22,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,20.453,7.201,1022,/b5EtDvwj2gdG1qMBLijamlLfJLB.jpg,en,False
2380,6037,Murder by Death,1976-06-23,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",16.946,7.199,783,/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg,en,False
2381,429200,Good Time,2017-08-11,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",28.132,7.199,2736,/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,en,False
2382,177677,Mission: Impossible - Rogue Nation,2015-07-23,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",65.326,7.199,8583,/sGvcWcI99OTXLzghD7qXw00KaY5.jpg,en,False
2383,21519,Project A,1983-12-22,"In late 19th Century Hong Kong the British may rule the land, but the pirates rule the waters. One Coast Guard officer is Dragon Ma, who is determined that his beloved Coast Guard will not be made a fool of.",32.435,7.2,438,/wPNopiTNZKULz3dO5nwFTkHgu14.jpg,cn,False
2384,8329,[REC],2007-11-23,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,43.999,7.199,4234,/5XsVGgo8I12v3KlPcD0r1CNHMC6.jpg,es,False
2385,86829,Inside Llewyn Davis,2013-10-18,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",90.435,7.198,2610,/nNxK3pC3DMpPpWKMvo2p3liREVT.jpg,en,False
2386,34584,The NeverEnding Story,1984-04-06,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",42.063,7.198,3887,/lWJC8om086h01f0CMGR9ombdpnI.jpg,en,False
2387,14359,Doubt,2008-02-27,"In 1964, a Catholic school nun questions a priest's ambiguous relationship with a troubled young student, suspecting him of abuse.",34.947,7.198,1627,/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg,en,False
2388,6023,P.S. I Love You,2007-11-15,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,22.479,7.198,3231,/bZlRZKBOR6cC8L35BgGoh4hJ63F.jpg,en,False
2389,281338,War for the Planet of the Apes,2017-07-11,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",145.221,7.197,8681,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,en,False
2390,213121,Toy Story of Terror!,2013-10-16,"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story of Terror.",1.171,7.197,899,/oPBEnNP4Fg4gv9c0KBhchmtoG4H.jpg,en,False
2391,20345,The Bird with the Crystal Plumage,1970-02-27,"An American writer living in Rome witnesses an attempted murder that is connected to an ongoing killing spree in the city, and conducts his own investigation despite himself and his girlfriend being targeted by the killer.",12.235,7.2,726,/dpALRkwodEIT7TGX9SqTgwVNn0i.jpg,it,False
2392,167,K-PAX,2001-10-26,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",50.026,7.197,2332,/tafXZX0I6rso7EyoEzfygfTqxq6.jpg,en,False
2393,616251,The Broken Hearts Gallery,2020-09-11,"Lucy is a young gallery assistant who collects mementos from her relationships. She discovers that she must let go of her past to move forward, and comes up with a lovely, artistic way to help herself and others who have suffered heartbreak.",26.607,7.2,303,/wGkr4r1e8nubmSNKJpv3HL6sFrA.jpg,en,False
